temperature,air_density,radiation_surface
12.349,1.21,0
12.104,1.212,0
11.791,1.214,0
11.578,1.216,0
11.461,1.216,0
11.462,1.216,0
11.556,1.215,0
11.595,1.215,0
11.574,1.214,0
11.79,1.213,0.006
11.956,1.212,14.667
12.328,1.211,43.914
12.904,1.208,102.612
13.638,1.205,196.239
13.95,1.204,205.144
14.551,1.201,296.13
15.659,1.196,413.542
16.099,1.194,430.413
16.001,1.195,478.136
15.795,1.195,410.422
15.582,1.196,294.879
15.011,1.197,143.143
14.295,1.199,38.376
13.909,1.201,0.318
13.924,1.202,0
13.951,1.202,0
13.877,1.203,0
13.751,1.203,0
13.566,1.204,0
13.328,1.206,0
13.052,1.207,0
12.888,1.208,0
12.733,1.208,0
12.591,1.21,0.012
12.607,1.21,19.752
12.897,1.21,71.855
13.278,1.209,171.368
13.591,1.21,302.502
13.974,1.209,373.784
14.642,1.207,521.162
15.479,1.204,690.936
16.135,1.202,773.025
16.348,1.201,720.089
16.188,1.201,586.206
15.821,1.202,426.569
15.254,1.204,248.977
14.336,1.206,85.582
12.838,1.208,1.375
12.442,1.209,0
12.28,1.211,0
12.089,1.212,0
11.733,1.213,0
11.307,1.214,0
11.025,1.216,0
10.816,1.218,0
10.588,1.219,0
10.375,1.221,0
10.15,1.223,0.088
10.702,1.225,64.89
11.704,1.224,219.173
13.021,1.219,380.754
14.702,1.214,545.673
15.888,1.211,668.857
16.44,1.208,748.424
16.677,1.206,771.92
16.508,1.205,655.612
16.222,1.205,558.543
15.929,1.205,475.072
15.502,1.206,362.485
14.904,1.207,233.445
13.973,1.209,93.371
12.486,1.211,1.852
12.073,1.213,0
11.753,1.214,0
11.419,1.216,0
11.116,1.216,0
10.815,1.217,0
10.581,1.217,0
10.504,1.217,0
10.435,1.217,0
10.177,1.218,0
10.051,1.219,0.173
10.749,1.219,70.315
12.556,1.218,248.142
13.915,1.214,443.041
15.147,1.21,635.808
15.975,1.207,777.386
16.457,1.205,866.747
16.63,1.205,888.554
16.581,1.204,857.987
16.397,1.204,786.417
16.073,1.204,654.632
15.574,1.205,479.229
14.816,1.207,263.846
13.878,1.21,103.771
12.357,1.212,2.499
11.766,1.213,0
11.516,1.214,0
11.492,1.214,0
11.68,1.214,0
11.76,1.214,0
11.671,1.214,0
11.73,1.214,0
11.851,1.213,0
11.817,1.212,0
11.706,1.212,0.113
11.696,1.212,17.896
12.11,1.212,56.061
12.591,1.212,124.571
13.024,1.211,235.644
13.81,1.208,401.635
14.783,1.204,524.402
15.337,1.2,512.672
15.338,1.199,414.6
14.975,1.199,320.915
14.438,1.2,232.998
14.015,1.201,170.349
13.647,1.202,117.27
13.073,1.204,47.741
12.159,1.205,1.486
11.923,1.206,0
11.955,1.207,0
12.052,1.207,0
12.149,1.208,0
12.137,1.209,0
12.035,1.209,0
11.754,1.21,0
11.351,1.21,0
10.936,1.211,0
10.866,1.211,0.185
11.367,1.212,34.017
12.296,1.212,138.917
13.133,1.21,324.335
14.449,1.207,544.884
15.795,1.203,682.401
16.488,1.2,712.282
16.767,1.198,698.109
16.643,1.198,611.813
16.525,1.199,617.457
16.236,1.2,538.38
15.875,1.202,467.772
15.13,1.205,276.495
14.141,1.209,101.518
13.133,1.213,3.208
12.68,1.216,0
12.387,1.218,0
12.052,1.22,0
11.703,1.222,0
11.395,1.223,0
10.951,1.225,0
10.414,1.226,0
10.089,1.227,0
9.786,1.227,0
9.604,1.228,0.563
10.413,1.229,73.606
11.982,1.226,248.038
13.578,1.221,442.518
14.757,1.217,602.372
15.663,1.214,717.945
16.158,1.212,732.725
16.336,1.21,696.639
16.112,1.211,587.584
15.981,1.211,651.717
15.51,1.212,492.541
15.079,1.213,412.042
14.495,1.215,257.817
13.657,1.217,99.913
12.579,1.22,3.703
12.013,1.223,0
11.478,1.224,0
11.048,1.224,0
10.816,1.224,0
10.531,1.225,0
10.32,1.225,0
10.217,1.225,0
10.177,1.225,0
10.073,1.225,0
9.949,1.225,0.821
10.766,1.225,80.893
12.611,1.222,261.986
14.598,1.216,464.783
16.566,1.208,639.817
17.874,1.203,748.992
18.343,1.201,796.739
18.451,1.2,816.367
18.245,1.199,751.223
17.865,1.2,637.126
17.268,1.201,469.662
16.487,1.203,300.66
15.511,1.206,161.656
14.425,1.21,56.844
13.28,1.214,2.944
12.641,1.216,0
12.312,1.217,0
12.002,1.217,0
11.723,1.217,0
11.574,1.217,0
11.474,1.217,0
11.373,1.217,0
11.35,1.216,0
11.357,1.216,0
11.279,1.216,1.06
11.864,1.215,81.013
13.561,1.213,255.459
15.251,1.207,392.225
16.582,1.202,476.535
17.291,1.199,510.669
17.534,1.197,510.632
17.483,1.196,499.811
17.367,1.196,494.809
17.173,1.196,467.882
16.937,1.196,423.857
16.461,1.197,305.583
15.735,1.2,181.876
14.745,1.203,68.919
13.772,1.207,3.002
13.376,1.21,0
13.125,1.211,0
12.831,1.211,0
12.348,1.211,0
11.979,1.211,0
11.83,1.211,0
11.779,1.211,0
11.748,1.211,0
11.69,1.211,0
11.686,1.211,0.92
12.385,1.211,46.33
13.173,1.211,142.113
13.759,1.209,254.344
14.511,1.208,371.258
15.207,1.206,473.909
15.566,1.206,603.777
15.635,1.205,642.751
15.519,1.206,630.016
15.462,1.206,634.475
15.381,1.206,563.64
15.087,1.206,415.355
14.534,1.207,239.972
13.713,1.209,90.88
12.229,1.212,4.917
11.677,1.214,0
11.473,1.215,0
11.351,1.217,0
11.314,1.218,0
11.325,1.218,0
11.262,1.219,0
11.224,1.219,0
11.266,1.219,0
11.338,1.219,0
11.399,1.219,0.42
11.632,1.219,25.158
12.048,1.219,83.528
12.586,1.218,185.206
13.301,1.216,320.129
14.221,1.214,507.18
15.162,1.211,702.205
15.606,1.209,749.745
15.655,1.208,711.457
15.519,1.207,631.128
15.135,1.208,510.54
14.62,1.209,364.157
13.987,1.211,214.219
13.131,1.213,79.529
12.153,1.216,3.691
11.912,1.217,0
11.801,1.218,0
11.693,1.218,0
11.578,1.218,0
11.467,1.218,0
11.378,1.218,0
11.328,1.218,0
11.317,1.218,0
11.328,1.218,0
11.195,1.217,0.748
11.624,1.217,42.766
12.111,1.217,137.039
12.529,1.217,246.171
13.268,1.215,386.294
14.153,1.213,544.669
14.889,1.211,680.434
15.254,1.21,715.384
15.014,1.21,568.453
14.976,1.21,602.191
14.764,1.21,504.52
14.41,1.211,378.89
13.837,1.212,246.36
12.941,1.215,99.577
11.612,1.217,5.536
11.312,1.219,0
11.455,1.219,0
11.516,1.22,0
11.398,1.22,0
11.23,1.221,0
11.08,1.221,0
10.965,1.222,0
10.929,1.223,0
10.912,1.223,0
10.957,1.223,1.206
11.364,1.223,51.499
11.964,1.223,167.786
12.682,1.221,328.164
13.842,1.219,540.137
14.936,1.216,764.076
15.569,1.214,852.419
15.852,1.213,880.943
15.876,1.212,847.495
15.759,1.212,766.077
15.428,1.212,605.12
15.115,1.213,470.261
14.674,1.213,306.168
13.952,1.214,125.891
12.601,1.215,7.449
12.392,1.216,0
12.61,1.217,0
12.852,1.218,0
12.909,1.217,0
13.175,1.216,0
13.244,1.215,0
13.265,1.214,0
13.265,1.214,0
13.306,1.213,0
13.39,1.213,1.144
13.603,1.212,31.404
13.998,1.212,85.387
14.428,1.21,123.641
14.594,1.21,115.699
14.524,1.211,137.821
14.454,1.213,227.772
14.247,1.215,265.858
14.371,1.216,430.032
14.667,1.215,506.927
14.786,1.214,479.958
14.613,1.213,338.639
14.414,1.213,235.537
13.914,1.214,79.306
13.187,1.215,5.911
13.195,1.215,0
13.301,1.215,0
13.356,1.215,0
13.381,1.215,0
13.357,1.215,0
13.304,1.215,0
13.326,1.214,0
13.348,1.214,0
13.287,1.214,0
13.138,1.214,2.761
13.369,1.214,80.012
14.096,1.213,242.15
14.988,1.211,406.036
15.716,1.21,575.339
16.048,1.209,611.229
16.271,1.209,645.172
16.418,1.208,643.92
16.331,1.207,557.361
16.033,1.208,414.662
15.674,1.208,278.332
15.463,1.208,193.597
15.292,1.208,108.886
15.077,1.208,34.207
14.953,1.209,2.102
14.98,1.209,0
15.078,1.209,0
15.179,1.208,0
15.275,1.207,0
15.347,1.207,0
15.4,1.206,0
15.432,1.206,0
15.394,1.206,0
15.307,1.206,0
15.326,1.206,2.105
15.534,1.206,77.528
16.084,1.205,211.434
16.785,1.203,362.346
17.614,1.201,566.169
17.968,1.2,594.804
18.165,1.2,612.679
18.15,1.2,601.427
17.926,1.201,535.327
17.726,1.202,472.538
17.41,1.203,337.945
16.984,1.204,200.985
16.457,1.206,96.707
16.095,1.207,46.058
15.747,1.208,4.622
15.533,1.209,0
15.398,1.21,0
15.286,1.21,0
15.2,1.211,0
15.087,1.211,0
14.975,1.211,0
14.86,1.211,0
14.709,1.211,0
14.646,1.211,0
14.69,1.211,2.758
15.085,1.211,57.555
15.65,1.21,156.463
16.352,1.208,291.004
17.207,1.206,423.737
18.006,1.204,610.21
18.341,1.202,624.298
18.532,1.202,658.893
18.606,1.201,658.84
18.563,1.201,608.533
18.317,1.201,479.05
18.022,1.201,367.875
17.608,1.201,236.823
16.888,1.203,103.636
15.704,1.205,9.808
15.274,1.207,0
14.904,1.208,0
14.242,1.208,0
13.507,1.209,0
13.085,1.209,0
12.881,1.21,0
12.741,1.21,0
12.796,1.211,0
13,1.213,0
12.921,1.214,5.532
13.476,1.213,117.235
15.247,1.207,313.748
17.872,1.195,512.598
20.219,1.184,687.221
21.705,1.176,823.903
22.758,1.17,914.132
23.57,1.165,945.983
24.136,1.161,918.172
24.49,1.158,826.658
24.815,1.155,671.92
24.423,1.152,472.366
23.372,1.152,287.957
21.873,1.153,129.016
20.565,1.155,12.153
20.244,1.16,0
19.691,1.166,0
18.975,1.172,0
18.306,1.177,0
17.642,1.181,0
17.035,1.183,0
16.642,1.184,0
16.314,1.185,0
15.983,1.186,0
15.685,1.188,5.131
16.164,1.19,100.386
16.999,1.188,238.472
17.618,1.186,347.321
18.042,1.185,483.285
18.453,1.184,672.008
18.398,1.185,706.428
18.19,1.188,621.205
17.463,1.19,426.157
17.758,1.19,626.721
18.041,1.189,615.951
17.97,1.189,503.913
17.455,1.19,333.982
16.543,1.194,146.365
15.625,1.199,12.647
15.233,1.201,0
14.989,1.203,0
14.733,1.205,0
14.514,1.206,0
14.31,1.207,0
14.135,1.207,0
13.989,1.208,0
13.814,1.209,0
13.711,1.209,0
13.66,1.21,5.783
13.958,1.21,104.627
14.786,1.207,280.835
16.136,1.203,480.866
17.278,1.199,662.628
17.946,1.197,774.457
18.282,1.196,801.752
18.352,1.195,747.775
18.419,1.195,758.598
18.415,1.195,741.446
18.274,1.196,661.026
17.973,1.196,518.458
17.439,1.198,346.538
16.643,1.2,153.755
15.069,1.203,15.567
14.16,1.206,0
13.928,1.207,0
13.791,1.208,0
13.67,1.209,0
13.542,1.21,0
13.373,1.211,0
13.342,1.212,0
13.257,1.212,0
13.186,1.213,0
13.254,1.214,6.813
13.964,1.215,113.691
15.309,1.211,295.161
17.098,1.204,508.859
18.219,1.201,683.802
18.933,1.199,820.714
19.357,1.198,895.777
19.46,1.197,846.552
19.544,1.196,901.726
19.424,1.196,830.05
19.189,1.196,710.139
18.705,1.197,518.807
18.027,1.199,346.76
16.952,1.202,154.361
15.513,1.206,9.296
15.039,1.208,0
14.759,1.209,0
14.425,1.21,0
14.188,1.21,0
14.052,1.209,0
13.948,1.209,0
13.822,1.209,0
13.705,1.208,0
13.674,1.208,0
13.7,1.208,2.887
14.335,1.208,49.538
15.028,1.206,114.74
15.619,1.204,149.185
16.684,1.2,258.937
18.204,1.194,432.101
19.592,1.188,591.771
20.903,1.182,745.406
22.012,1.177,832.48
22.592,1.173,808.783
22.411,1.172,672.948
21.529,1.174,483.826
20.097,1.179,272.157
18.571,1.186,102.599
17.293,1.191,10.487
16.64,1.194,0
16.274,1.196,0
16.088,1.196,0
15.956,1.197,0
15.708,1.197,0
15.468,1.198,0
15.257,1.198,0
15.134,1.199,0
15.075,1.199,0
15.034,1.2,6.423
15.691,1.2,106.364
17.244,1.197,299.632
18.364,1.192,492.494
19.274,1.189,666.645
19.839,1.187,786.068
20.044,1.187,828.423
20,1.187,837.908
19.616,1.188,737.782
19.057,1.19,648.544
18.609,1.191,584.374
18.062,1.193,449.325
17.322,1.196,297.653
16.247,1.199,131.603
14.862,1.203,15.825
13.999,1.206,0
13.542,1.207,0
13.278,1.208,0
13.128,1.208,0
12.641,1.208,0
12.451,1.208,0
12.766,1.208,0
12.935,1.208,0
13.045,1.208,0
13.111,1.209,4.324
13.299,1.209,50.403
13.671,1.208,130.308
14.177,1.206,214.084
14.912,1.203,303.734
15.888,1.198,369.005
16.622,1.194,402.83
16.52,1.194,339.572
16.249,1.195,408.534
15.859,1.197,419.486
16.088,1.197,579.901
16.185,1.196,507.32
15.88,1.197,342.307
15.116,1.198,155.598
13.654,1.2,19.168
13.034,1.201,0
12.998,1.202,0
12.953,1.203,0
12.817,1.203,0
12.673,1.204,0
12.569,1.204,0
12.526,1.205,0
12.5,1.205,0
12.434,1.205,0
12.363,1.205,5.082
12.974,1.206,70.777
13.945,1.207,194.965
14.931,1.205,454.708
15.56,1.203,635.664
16.368,1.2,781.232
17.034,1.198,886.075
17.449,1.196,918.722
17.627,1.194,905.279
17.584,1.194,829.602
17.34,1.193,701.535
16.938,1.194,529.682
16.399,1.194,350.167
15.622,1.196,159.033
14.251,1.198,19.182
13.887,1.199,0
14.029,1.2,0
13.933,1.201,0
13.842,1.201,0
13.793,1.2,0
13.806,1.199,0
13.841,1.198,0
13.79,1.198,0
13.64,1.198,0
13.395,1.198,9.772
13.94,1.198,125.08
14.746,1.197,305.799
15.886,1.194,490.167
17.083,1.191,655.679
18.062,1.188,784.464
18.572,1.185,771.696
18.9,1.184,769.195
19.058,1.183,767.289
18.94,1.183,712.811
18.513,1.184,574.07
17.924,1.187,446.444
17.268,1.189,304.452
16.431,1.192,142.402
15.193,1.195,19.829
14.325,1.197,0
14.011,1.199,0
13.773,1.2,0
13.752,1.201,0
13.893,1.201,0
13.96,1.201,0
13.973,1.201,0
13.739,1.202,0
13.43,1.202,0
13.336,1.203,8.34
13.887,1.204,96.361
14.173,1.204,243.589
14.721,1.203,392.95
16.068,1.2,630.553
17.245,1.196,772.746
17.987,1.192,859.629
18.287,1.19,891.542
18.361,1.19,886.432
18.2,1.189,800.256
17.835,1.189,680.983
16.997,1.191,461.233
16.002,1.193,251.135
15.301,1.195,136.607
14.302,1.197,20.008
13.762,1.197,0
13.633,1.198,0
13.257,1.198,0
12.873,1.198,0
12.707,1.198,0
12.519,1.199,0
12.39,1.201,0
12.258,1.202,0
11.954,1.204,0
11.887,1.206,10.876
12.358,1.205,107.868
13.232,1.203,204.628
14.266,1.199,283.399
15.207,1.195,364.134
16.082,1.192,433.198
17.147,1.187,589.649
17.796,1.184,600.489
18.034,1.182,547.294
17.863,1.182,401.757
17.472,1.182,285.872
16.906,1.184,150.255
16.382,1.185,71.692
15.711,1.187,29.541
14.987,1.189,3.987
14.533,1.19,0
14.152,1.191,0
13.819,1.192,0
13.586,1.192,0
13.409,1.192,0
13.167,1.193,0
13.009,1.194,0
12.975,1.196,0
12.74,1.197,0
12.544,1.199,3.366
12.709,1.202,34.379
12.869,1.204,91.741
13.683,1.203,174.75
14.077,1.202,221.522
14.72,1.2,363.795
16.081,1.196,642.212
17.214,1.192,776.338
17.807,1.189,759.977
17.765,1.187,625.871
17.541,1.187,516.989
17.213,1.188,390.93
16.742,1.19,258.876
16.039,1.192,110.857
15.019,1.194,16.765
14.343,1.196,0
14.151,1.196,0
13.828,1.197,0
13.464,1.199,0
13.062,1.2,0
12.708,1.202,0
12.458,1.204,0
12.243,1.205,0
12.032,1.207,0
12.047,1.209,14.789
13.34,1.21,143.821
14.884,1.207,325.308
16.87,1.2,510.436
18.29,1.195,675.481
19.234,1.192,795.167
19.759,1.189,803.889
19.921,1.188,729.208
19.673,1.187,524.297
19.421,1.187,415.6
19.288,1.188,361.856
19.055,1.188,325.163
18.835,1.188,259.907
18.168,1.189,141.227
16.654,1.192,22.917
15.689,1.194,0
15.059,1.198,0
14.539,1.202,0
14.031,1.206,0
13.627,1.21,0
12.937,1.215,0
12.344,1.219,0
11.892,1.222,0
11.461,1.225,0
11.161,1.227,15.914
11.608,1.227,149.839
12.956,1.222,342.384
14.873,1.215,536.161
16.854,1.208,708.422
18.515,1.201,843.879
19.716,1.196,930.943
20.648,1.192,965.842
21.21,1.189,941.293
21.331,1.187,851.345
21.19,1.186,709.035
20.668,1.187,528.587
19.931,1.189,355.717
18.692,1.193,179.294
16.999,1.197,28.643
16.045,1.2,0
15.704,1.201,0
15.44,1.202,0
14.95,1.203,0
14.413,1.204,0
14.296,1.207,0
13.947,1.213,0
13.247,1.22,0
12.435,1.225,0
11.992,1.228,16.718
12.503,1.228,136.07
14.047,1.223,319.592
16.09,1.215,535.513
18.008,1.207,713.737
19.494,1.201,854.643
20.684,1.196,945.362
21.643,1.193,979.091
22.172,1.19,955.242
22.235,1.189,874.558
21.834,1.189,743.601
21.17,1.19,573.383
20.291,1.192,379.844
18.857,1.196,184.401
16.909,1.201,30.666
15.736,1.205,0
15.302,1.207,0
15.061,1.208,0
14.966,1.209,0
14.823,1.209,0
14.669,1.21,0
14.575,1.21,0
14.489,1.21,0
14.367,1.211,0
14.374,1.211,16.413
15.596,1.211,150.607
17.289,1.209,345.989
19.206,1.201,540.263
20.537,1.196,713.502
21.515,1.193,849.212
22.169,1.19,937.107
22.447,1.189,969.186
22.356,1.188,930.241
21.953,1.189,833.744
21.302,1.191,709.517
20.449,1.194,551.953
19.355,1.198,356.034
18.021,1.203,151.901
16.497,1.208,22.485
15.512,1.211,0
15.189,1.212,0
15.038,1.211,0
15.056,1.21,0
15.164,1.209,0
15.405,1.208,0
15.604,1.207,0
15.514,1.206,0
15.152,1.206,0
14.814,1.206,15.315
16.032,1.206,144.745
17.639,1.203,346.735
19.82,1.195,539.181
21.545,1.188,710.469
22.943,1.183,845.4
23.833,1.179,932.531
24.091,1.177,965.553
23.89,1.177,940.307
23.386,1.178,859.669
22.666,1.18,732.141
21.801,1.182,565.653
20.756,1.186,375.415
19.401,1.192,184.633
17.673,1.197,32.538
16.473,1.201,0
15.932,1.203,0
15.623,1.204,0
15.389,1.204,0
15.136,1.204,0
14.854,1.204,0
14.698,1.204,0
14.825,1.204,0
14.996,1.204,0
15.076,1.204,18.189
16.146,1.204,151.637
17.556,1.201,342.622
18.91,1.197,534.284
19.774,1.194,704.964
20.461,1.192,837.823
21.296,1.189,924.549
21.991,1.185,960.521
22.028,1.184,935.822
21.491,1.186,853.089
20.748,1.189,715.147
19.731,1.193,500.235
18.566,1.198,336.88
17.352,1.203,158.936
16.087,1.208,28.11
15.128,1.213,0
14.559,1.214,0
14.303,1.213,0
14.526,1.212,0
14.772,1.211,0
14.984,1.21,0
14.907,1.209,0
14.712,1.209,0
14.566,1.209,0
14.614,1.209,16.611
15.671,1.209,147.309
16.99,1.206,335.947
18.341,1.201,527.755
19.641,1.196,679.038
20.403,1.193,729.45
20.721,1.192,776.705
20.995,1.191,881.02
21.2,1.191,928.46
21.099,1.191,867.373
20.903,1.192,729.438
20.475,1.193,533.388
19.488,1.195,298.371
18.202,1.2,156.954
16.562,1.206,35.769
15.25,1.21,0
14.922,1.212,0
14.954,1.212,0
15.097,1.212,0
15.077,1.212,0
15.044,1.212,0
15.054,1.212,0
14.996,1.212,0
14.881,1.213,0
14.917,1.214,19.784
15.811,1.214,129.375
17.408,1.209,269.637
18.759,1.204,460.346
19.75,1.201,652.496
20.593,1.199,799.358
21.261,1.196,911.324
21.618,1.195,958.986
21.621,1.194,936.493
21.376,1.194,853.376
21.001,1.195,726.819
20.441,1.196,557.395
19.612,1.199,361.934
18.606,1.202,171.578
17.45,1.207,32.209
16.4,1.212,0
15.878,1.216,0
15.487,1.218,0
15.143,1.219,0
14.785,1.221,0
14.49,1.222,0
14.247,1.223,0
14.04,1.224,0
13.814,1.225,0
13.833,1.225,17.687
14.716,1.224,112.261
16.33,1.219,333.551
18.132,1.212,549.121
19.462,1.206,718.426
20.512,1.202,852.125
21.313,1.198,938.433
21.753,1.196,969.994
21.858,1.195,945.219
21.721,1.194,864.541
21.38,1.194,731.388
20.824,1.195,559.442
20.011,1.198,373.395
18.948,1.201,185.472
17.564,1.205,34.675
16.547,1.207,0
16.186,1.208,0
15.86,1.209,0
15.675,1.209,0
15.611,1.209,0
15.622,1.208,0
15.912,1.207,0
15.938,1.208,0
15.734,1.21,0
15.636,1.212,10.957
15.815,1.213,65.587
16.425,1.212,161.514
17.622,1.207,316.246
19.422,1.2,605.538
21.438,1.192,837.451
23.155,1.185,908.683
24.275,1.18,888.479
24.653,1.178,843.451
24.586,1.177,821.317
24.109,1.178,738.904
23.202,1.18,579.571
21.943,1.184,389.686
20.537,1.19,199.199
18.692,1.197,41.359
17.329,1.203,0
16.78,1.205,0
16.397,1.205,0
16.184,1.205,0
16.01,1.205,0
15.91,1.204,0
15.869,1.204,0
15.749,1.204,0
15.672,1.204,0
15.752,1.203,25.22
17.441,1.203,171.358
18.91,1.2,362.072
20.789,1.192,552.742
22.412,1.186,722.016
23.588,1.182,855.326
24.422,1.178,941.732
24.944,1.175,974.174
25.196,1.173,949.198
25.227,1.172,869.597
24.948,1.171,742.802
24.166,1.172,577.531
23.054,1.176,389.178
21.855,1.18,198.756
20.338,1.182,40.683
19.305,1.183,0
19.012,1.182,0
19.061,1.181,0
19.114,1.184,0
18.852,1.189,0
17.802,1.197,0
16.995,1.202,0
16.448,1.206,0
15.992,1.208,0
15.694,1.21,26.137
16.223,1.209,172.269
17.72,1.204,362.001
19.602,1.195,550.739
21.374,1.186,717.574
22.982,1.179,847.589
24.439,1.172,930.783
25.622,1.166,962.259
26.408,1.161,936.671
26.706,1.159,857.046
26.84,1.157,730.101
26.983,1.156,568.732
26.533,1.155,382.534
25.27,1.157,196.263
23.173,1.159,41.441
21.697,1.162,0
21.035,1.167,0
20.568,1.174,0
20.029,1.181,0
19.538,1.186,0
19.263,1.188,0
18.934,1.19,0
18.327,1.194,0
17.921,1.196,0
17.63,1.199,23.269
18.074,1.198,149.293
19.636,1.191,329.149
21.432,1.183,533.064
23.09,1.175,708.872
24.53,1.169,840.749
25.811,1.164,925.689
26.897,1.161,957.593
27.619,1.158,933.897
28.011,1.157,856.406
27.903,1.157,731.352
28.08,1.157,569.171
28.583,1.159,383.535
26.664,1.162,182.505
24.776,1.164,38.609
23.536,1.167,0
22.614,1.169,0
21.828,1.169,0
21.232,1.169,0
20.696,1.169,0
20.097,1.17,0
19.481,1.172,0
19.185,1.176,0
19.089,1.181,0
19.107,1.187,22.73
19.365,1.189,128.074
20.14,1.187,269.339
21.422,1.182,436.913
22.875,1.176,599.55
24.212,1.17,752.919
25.373,1.166,870.956
26.372,1.162,931.977
27.052,1.159,919.6
27.338,1.158,852.305
27.211,1.157,733.053
26.79,1.158,570.806
28.611,1.158,385.405
27.587,1.157,195.503
24.118,1.161,42.086
21.453,1.167,0
20.592,1.171,0
20.122,1.172,0
19.808,1.173,0
19.594,1.172,0
19.523,1.173,0
19.415,1.173,0
19.262,1.173,0
19.152,1.173,0
19.266,1.173,26.947
20.856,1.173,165.56
22.348,1.172,347.401
23.915,1.167,530.875
25.868,1.16,696.844
26.748,1.158,832.055
27.177,1.157,919.723
27.129,1.157,951.52
26.765,1.157,927.305
26.167,1.158,845.327
25.523,1.16,704.242
24.674,1.162,539.545
23.567,1.166,360.444
22.103,1.171,173.946
20.452,1.177,37.238
19.302,1.182,0
18.864,1.184,0
18.525,1.184,0
18.264,1.184,0
18.057,1.184,0
17.938,1.184,0
17.907,1.183,0
17.956,1.183,0
17.97,1.182,0
18.016,1.182,16.232
18.911,1.183,103.712
19.969,1.181,274.672
22.079,1.173,467.09
23.785,1.167,690.326
25.115,1.163,837.806
25.687,1.16,920.666
25.509,1.161,933.231
25.074,1.162,875.328
24.534,1.163,765.808
23.937,1.165,604.556
23.227,1.166,425.463
22.054,1.17,218.307
20.46,1.176,70.57
19.173,1.181,12.482
18.415,1.185,0
18.016,1.187,0
17.718,1.188,0
17.48,1.188,0
17.334,1.187,0
17.235,1.187,0
17.091,1.187,0
16.805,1.188,0
16.766,1.189,0
16.866,1.19,15.603
17.505,1.19,83.978
18.109,1.188,154.076
18.727,1.186,214.667
18.891,1.185,266.312
19.257,1.184,331.626
20.806,1.179,582.633
22.961,1.171,811.486
24.08,1.166,888.731
24.103,1.165,833.746
23.684,1.164,702.394
22.994,1.166,542.72
21.923,1.17,363.324
20.365,1.176,181.675
18.695,1.183,37.773
17.626,1.188,0
17.28,1.19,0
17.031,1.191,0
16.829,1.191,0
16.7,1.19,0
16.685,1.19,0
16.576,1.191,0
16.497,1.192,0
16.33,1.191,0
16.171,1.191,23.12
17.343,1.191,121.014
18.619,1.188,208.42
20.109,1.182,353.317
21.032,1.18,526.573
21.401,1.178,500.104
21.251,1.178,410.626
21.001,1.179,374.514
21.332,1.179,557.395
21.818,1.177,640.14
21.855,1.176,542.911
21.074,1.178,303.356
19.896,1.182,114.062
19.054,1.185,45.009
18.445,1.187,14.972
18.002,1.189,0
17.651,1.19,0
17.37,1.191,0
17.108,1.19,0
16.994,1.189,0
17.041,1.188,0
17.12,1.187,0
17.177,1.186,0
17.184,1.185,0
17.273,1.186,10.021
17.894,1.188,54.565
18.419,1.189,127.496
19.298,1.186,259.745
20.451,1.182,445.958
21.464,1.179,601.151
22.016,1.177,623.793
22.191,1.176,648.541
22.071,1.177,655.854
21.696,1.178,609.241
21.178,1.18,512.09
20.514,1.182,378.53
19.81,1.184,248.687
19.008,1.187,124.937
18.148,1.191,29.576
17.561,1.193,0.001
17.348,1.194,0
17.19,1.194,0
17.066,1.194,0
16.97,1.194,0
16.904,1.193,0
16.791,1.193,0
16.634,1.193,0
16.474,1.193,0
16.589,1.193,19.572
17.416,1.193,115.101
18.05,1.192,250.028
18.792,1.19,396.188
19.421,1.187,517.019
19.728,1.186,541.792
19.826,1.185,543.761
19.727,1.185,513.843
19.553,1.186,493.873
19.277,1.187,438.245
18.922,1.187,346.654
18.531,1.188,257.4
18.092,1.189,178.039
17.626,1.191,100.262
17.078,1.192,26.802
16.533,1.193,0.003
16.332,1.193,0
16.157,1.193,0
16.028,1.193,0
15.992,1.193,0
15.903,1.192,0
15.65,1.193,0
15.318,1.193,0
15.004,1.193,0
15.191,1.195,31.83
16.115,1.196,182.353
17.181,1.194,379.226
18.18,1.191,566.143
18.808,1.19,731.313
19.281,1.189,857.501
19.65,1.188,943.928
19.871,1.187,978.265
19.914,1.187,959.963
19.745,1.188,887.262
19.36,1.189,753.349
18.831,1.19,574.831
18.119,1.192,368.907
17.242,1.195,177.513
16.275,1.198,43.294
15.4,1.201,0.006
14.92,1.204,0
14.542,1.206,0
14.06,1.207,0
13.607,1.209,0
13.223,1.21,0
12.928,1.211,0
12.62,1.213,0
12.314,1.215,0
12.35,1.216,36.374
13.564,1.215,193.527
15.393,1.208,386.775
17.261,1.202,576.616
18.58,1.197,744.843
19.382,1.194,875.985
19.876,1.192,960.192
20.129,1.19,991.889
20.132,1.19,966.714
19.866,1.191,886.746
19.374,1.192,758.962
18.679,1.194,589.71
17.793,1.197,402.82
16.781,1.199,212.066
15.676,1.203,51.834
14.767,1.206,0.009
14.584,1.207,0
14.519,1.208,0
14.316,1.207,0
14.2,1.207,0
14.072,1.206,0
13.961,1.206,0
13.864,1.206,0
13.773,1.206,0
13.915,1.206,19.556
14.906,1.205,110.824
15.773,1.203,237.129
16.647,1.2,353.421
17.338,1.198,436.845
17.924,1.195,533.797
18.402,1.194,634.275
18.447,1.193,609.581
18.265,1.193,576.855
18.005,1.194,539.333
