temperature,air_density,radiation_surface
10.759,1.23,0
10.314,1.232,0
10.183,1.235,0
9.997,1.237,0
9.858,1.238,6.126
10.718,1.24,113.238
11.715,1.238,265.214
13.062,1.233,404.14
14.827,1.226,495.481
16.151,1.219,533.437
16.799,1.215,513.924
17.091,1.212,434.848
16.972,1.211,305.967
16.376,1.212,145.718
15.231,1.213,14.191
14.569,1.216,0
13.869,1.217,0
12.931,1.219,0
12.085,1.22,0
11.914,1.222,0
11.585,1.222,0
11.903,1.223,0
12.478,1.224,0
12.003,1.226,0
11.826,1.227,0
11.723,1.228,0
11.299,1.229,0
10.945,1.23,0
10.93,1.228,5.199
12.247,1.228,107.645
13.44,1.225,262.849
14.974,1.219,372.808
15.981,1.215,415.192
16.44,1.211,385.193
16.361,1.21,248.92
15.935,1.209,135.734
15.276,1.209,67.935
14.608,1.21,36.295
14.049,1.211,6.134
13.887,1.212,0
13.864,1.213,0
13.769,1.214,0
13.583,1.215,0
13.299,1.215,0
13.007,1.216,0
12.723,1.216,0
12.5,1.216,0
12.44,1.216,0
12.34,1.217,0
12.223,1.217,0
12.142,1.218,0
12.084,1.219,0
12.19,1.219,2.666
12.968,1.22,56.238
13.857,1.22,157.255
14.999,1.216,264.122
16.251,1.209,322.155
16.98,1.205,354.305
17.436,1.202,374.133
17.662,1.199,344.327
17.48,1.198,234.361
16.391,1.198,91.019
15.043,1.198,7.966
14.489,1.2,0
14.108,1.201,0
13.903,1.203,0
13.711,1.205,0
13.685,1.207,0
13.767,1.209,0
13.46,1.211,0
12.9,1.213,0
12.448,1.213,0
12.367,1.214,0
12.243,1.215,0
11.893,1.217,0
11.508,1.219,0
11.348,1.221,3.911
12.108,1.223,102.172
13.419,1.22,257.26
15.304,1.213,388.404
16.688,1.206,474.634
17.475,1.202,508.046
17.846,1.199,482.123
17.913,1.197,401.582
17.641,1.196,262.592
16.762,1.197,110.122
15.167,1.198,8.467
14.556,1.2,0
14.577,1.202,0
14.751,1.206,0
14.632,1.208,0
14.479,1.21,0
14.322,1.211,0
14.108,1.211,0
13.705,1.212,0
13.671,1.211,0
13.776,1.211,0
13.588,1.211,0
13.65,1.211,0
13.751,1.211,0
13.868,1.211,1.929
14.203,1.211,37.48
14.702,1.21,105.299
15.567,1.206,200.557
16.37,1.202,268.737
16.873,1.199,251.495
16.971,1.197,187.523
16.963,1.197,203.19
16.861,1.198,175.517
16.528,1.199,86.895
15.914,1.2,7.209
15.66,1.202,0
15.711,1.202,0
15.827,1.202,0
15.941,1.202,0
16.037,1.201,0
16.129,1.2,0
16.187,1.199,0
16.235,1.199,0
16.25,1.199,0
16.225,1.199,0
16.224,1.199,0
16.235,1.199,0
16.143,1.199,0
16.055,1.2,0.769
16.019,1.202,27.888
16.132,1.202,87.379
16.531,1.201,172.881
17.05,1.199,266.986
17.525,1.198,316.01
17.284,1.199,185.663
16.811,1.201,111.096
16.404,1.202,55.349
16.085,1.204,52.378
15.4,1.206,4.822
14.995,1.209,0
14.731,1.211,0
14.093,1.213,0
13.79,1.215,0
13.831,1.216,0
13.759,1.217,0
13.471,1.218,0
13.206,1.219,0
12.994,1.22,0
12.736,1.221,0
12.513,1.222,0
12.141,1.223,0
11.806,1.225,0
11.483,1.226,1.344
11.733,1.228,39.799
12.764,1.229,144.955
14.631,1.226,319.408
15.689,1.221,458.804
16.24,1.218,479.546
16.685,1.215,450.608
16.828,1.213,385.696
16.634,1.212,270.783
16.202,1.213,121.544
15.313,1.214,8.294
14.778,1.215,0
13.921,1.216,0
12.771,1.217,0
12.018,1.219,0
11.791,1.223,0
11.766,1.226,0
11.512,1.23,0
11.238,1.233,0
10.873,1.236,0
10.643,1.237,0
10.447,1.237,0
10.249,1.238,0
10.146,1.239,0
10.138,1.239,2.372
10.834,1.238,92.209
12.568,1.231,245.11
14.754,1.221,374.042
16.699,1.211,459.167
17.911,1.204,491.791
18.546,1.199,466.717
18.731,1.197,387.602
18.378,1.197,263.105
17.391,1.199,112.716
16.126,1.202,6.721
15.761,1.207,0
15.174,1.211,0
14.816,1.214,0
14.629,1.215,0
14.67,1.216,0
14.944,1.214,0
15.07,1.214,0
14.962,1.214,0
14.855,1.215,0
14.73,1.216,0
14.585,1.217,0
14.432,1.218,0
14.262,1.219,0
14.033,1.221,1.388
14.206,1.221,57.221
15.054,1.219,179.983
16.337,1.214,311.114
17.447,1.209,397.65
18.206,1.205,424.979
18.559,1.202,389.819
18.605,1.201,316.818
18.428,1.2,220.682
17.584,1.201,97.091
16.64,1.201,5.535
16.33,1.202,0
15.902,1.203,0
15.383,1.205,0
14.859,1.206,0
14.541,1.208,0
14.195,1.211,0
13.879,1.213,0
13.73,1.215,0
13.614,1.218,0
13.784,1.22,0
13.531,1.224,0
13.174,1.228,0
12.958,1.231,0
12.663,1.234,1.521
12.944,1.235,76.913
14.263,1.231,218.76
16.055,1.223,315.082
17.64,1.215,417.617
18.895,1.208,468.615
19.806,1.203,448.031
20.255,1.2,373.07
20.1,1.199,250.359
18.667,1.2,103.981
17.038,1.202,5.366
16.088,1.206,0
15.378,1.209,0
14.915,1.213,0
14.418,1.215,0
13.929,1.218,0
13.56,1.221,0
13.276,1.224,0
13.002,1.227,0
12.958,1.231,0
12.658,1.234,0
12.035,1.238,0
11.503,1.241,0
11.058,1.243,0
10.655,1.245,1.473
10.77,1.246,87.224
11.91,1.242,240.898
13.558,1.235,369.047
14.887,1.229,440.763
15.85,1.223,451.242
16.38,1.219,416.899
16.527,1.217,345.983
16.199,1.216,239.731
15.125,1.217,110.305
13.281,1.221,5.775
12.813,1.225,0
12.29,1.228,0
12.013,1.231,0
11.615,1.233,0
11.252,1.236,0
10.943,1.238,0
10.667,1.239,0
10.416,1.241,0
10.134,1.242,0
9.885,1.243,0
9.676,1.244,0
9.457,1.245,0
9.203,1.247,0
8.976,1.248,1.247
9.317,1.248,87.192
10.893,1.242,240.321
12.905,1.233,371.336
14.886,1.224,458.181
16.28,1.216,491.463
17.145,1.211,467.285
18.024,1.206,388.41
18.134,1.204,262.609
16.63,1.206,110.222
14.848,1.208,5.041
13.817,1.212,0
13.08,1.216,0
12.486,1.22,0
11.796,1.223,0
11.373,1.226,0
10.858,1.229,0
10.513,1.231,0
10.165,1.233,0
9.838,1.234,0
9.535,1.235,0
9.309,1.236,0
9.179,1.236,0
9.1,1.237,0
9.062,1.236,1.029
10.16,1.236,84.277
12.118,1.236,236.528
13.639,1.231,367.207
15.504,1.223,453.757
16.73,1.217,487.036
17.394,1.213,462.412
17.425,1.211,382.84
17.258,1.211,257.275
16.213,1.212,105.66
14.8,1.215,4.348
14.372,1.217,0
14.109,1.22,0
13.684,1.221,0
13.147,1.222,0
12.605,1.223,0
12.061,1.224,0
11.443,1.225,0
10.803,1.227,0
10.207,1.228,0
9.795,1.23,0
9.459,1.232,0
9.329,1.235,0
9.233,1.237,0
9.222,1.239,0.682
9.686,1.241,52.284
10.896,1.241,151.973
12.086,1.237,247.484
13.52,1.23,302.008
14.526,1.225,311.015
14.999,1.221,277.015
15.099,1.22,217.899
14.862,1.219,142.636
14.183,1.219,60.98
13.649,1.219,3.075
13.241,1.22,0
12.779,1.221,0
12.261,1.222,0
11.716,1.222,0
11.239,1.222,0
10.928,1.223,0
10.743,1.224,0
10.659,1.225,0
10.46,1.226,0
10.374,1.227,0
10.311,1.228,0
10.323,1.229,0
10.454,1.231,0
10.361,1.232,0.559
10.71,1.233,54.257
11.749,1.231,169.814
13.224,1.225,301.395
14.541,1.219,400.832
15.376,1.214,427.817
15.687,1.211,373.568
15.661,1.209,294.015
15.398,1.208,181.195
14.794,1.208,74.978
13.863,1.21,2.691
13.559,1.212,0
13.238,1.214,0
13.081,1.215,0
13.25,1.213,0
13.001,1.214,0
12.829,1.214,0
12.75,1.213,0
12.58,1.213,0
12.379,1.214,0
12.098,1.217,0
11.555,1.219,0
11.135,1.221,0
10.873,1.221,0
10.567,1.222,0.125
10.503,1.222,17.497
10.845,1.222,54.498
11.087,1.221,88.859
11.392,1.22,124.715
11.663,1.218,140.789
11.885,1.216,142.969
12.065,1.214,137.18
12.042,1.213,99.681
11.44,1.213,41.006
10.635,1.212,1.735
10.36,1.212,0
10.048,1.213,0
9.974,1.214,0
10.065,1.214,0
10.016,1.214,0
9.977,1.213,0
9.855,1.212,0
10.003,1.211,0
10.416,1.21,0
10.762,1.209,0
11.001,1.209,0
10.971,1.21,0
10.933,1.211,0
10.682,1.213,0.354
10.571,1.215,51.442
11.195,1.214,168.982
11.899,1.212,160.419
12.381,1.209,145.589
12.854,1.207,171.131
13.144,1.205,154.766
13.16,1.205,114.476
13.06,1.205,92.416
12.672,1.206,44.86
11.971,1.209,1.832
11.595,1.212,0
11.142,1.215,0
10.697,1.217,0
10.265,1.218,0
10.007,1.219,0
9.789,1.219,0
9.718,1.219,0
9.67,1.219,0
9.57,1.219,0
9.321,1.221,0
8.962,1.222,0
8.772,1.223,0
8.635,1.225,0
8.387,1.226,0.298
8.817,1.227,65.996
9.946,1.225,204.06
11.34,1.219,329.381
13.251,1.211,419.131
14.775,1.204,451.024
15.598,1.199,425.332
15.876,1.197,348.533
15.884,1.195,230.195
15.277,1.195,87.514
14.647,1.196,2.251
14.179,1.197,0
13.34,1.198,0
12.215,1.2,0
11.167,1.201,0
10.643,1.203,0
10.503,1.205,0
10.318,1.207,0
10.192,1.208,0
10.425,1.209,0
10.679,1.21,0
10.654,1.21,0
10.648,1.211,0
10.517,1.213,0
10.238,1.215,0.207
10.363,1.216,55.135
11.447,1.213,172.796
12.87,1.207,304.913
14.12,1.201,379.474
14.946,1.196,384.808
15.092,1.193,271.886
14.804,1.193,171.917
14.144,1.195,75.943
13.39,1.198,25.765
12.796,1.202,0.468
12.514,1.204,0
12.379,1.205,0
12.328,1.206,0
12.363,1.207,0
12.371,1.207,0
12.25,1.208,0
11.998,1.209,0
11.805,1.21,0
11.668,1.211,0
11.555,1.212,0
11.419,1.213,0
11.304,1.214,0
11.152,1.216,0
10.993,1.218,0.121
11.053,1.22,49.765
11.715,1.22,167.226
12.814,1.216,269.24
14.029,1.212,331.424
14.883,1.208,370.206
15.298,1.205,336.247
15.329,1.205,259.62
14.985,1.205,160.573
13.85,1.205,61.179
12.399,1.207,1.491
12.063,1.21,0
12.089,1.215,0
11.79,1.218,0
11.522,1.221,0
11.347,1.222,0
11.297,1.224,0
11.323,1.225,0
11.298,1.226,0
11.08,1.227,0
10.671,1.23,0
10.278,1.231,0
10.017,1.232,0
9.903,1.233,0
9.813,1.235,0.122
10.092,1.235,62.055
11.337,1.232,205.299
13.067,1.225,321.299
14.701,1.217,374.764
15.722,1.212,386.434
16.25,1.208,364.17
16.332,1.207,314.202
15.946,1.207,213.206
14.917,1.21,79.606
13.503,1.215,1.572
13.113,1.219,0
12.793,1.221,0
12.292,1.223,0
11.867,1.225,0
11.432,1.228,0
11.193,1.231,0
10.794,1.234,0
10.288,1.237,0
9.848,1.24,0
9.522,1.241,0
9.308,1.242,0
9.17,1.243,0
9.049,1.244,0
8.972,1.245,0.083
9.255,1.244,63.114
10.596,1.24,204.342
12.433,1.232,316.08
14.208,1.224,395.065
15.548,1.217,444.147
16.347,1.212,430.706
16.679,1.209,354.223
16.532,1.207,230.013
15.076,1.208,80.018
13.387,1.21,1.406
12.834,1.214,0
12.434,1.217,0
12.152,1.221,0
11.624,1.223,0
11.257,1.225,0
10.813,1.225,0
10.463,1.225,0
10.185,1.226,0
9.919,1.227,0
9.635,1.228,0
9.272,1.229,0
9.075,1.231,0
8.734,1.233,0
8.504,1.236,0.059
8.964,1.238,46.308
9.92,1.237,114.612
11.227,1.231,177.845
12.883,1.224,291.313
14.194,1.217,399.033
14.828,1.214,404.743
14.914,1.212,328.113
14.523,1.212,217.34
13.145,1.214,80.212
11.238,1.218,1.306
10.353,1.223,0
9.713,1.227,0
9.197,1.23,0
8.769,1.232,0
8.49,1.234,0
8.255,1.236,0
7.877,1.238,0
7.517,1.24,0
7.187,1.242,0
6.85,1.244,0
6.363,1.246,0
5.808,1.247,0
5.59,1.248,0
5.439,1.249,0.04
6.266,1.248,61.355
7.872,1.244,199.658
9.617,1.237,323.863
11.182,1.228,395.29
12.357,1.221,340.088
12.67,1.217,288.422
12.339,1.217,140.48
11.976,1.216,55.614
11.818,1.216,23.33
11.783,1.215,0.164
11.904,1.213,0
12.198,1.21,0
12.361,1.209,0
12.273,1.208,0
12.301,1.207,0
12.32,1.206,0
11.912,1.207,0
11.171,1.211,0
10.499,1.214,0
10.113,1.215,0
9.811,1.216,0
9.552,1.217,0
9.373,1.218,0
9.254,1.219,0.002
9.186,1.219,18.658
9.051,1.22,54.968
8.847,1.222,79.413
9.128,1.22,156.527
9.496,1.218,240.591
9.207,1.219,212.529
8.306,1.223,109.153
7.53,1.226,37.537
7.463,1.226,14.414
7.473,1.226,0.24
7.253,1.227,0
7.181,1.227,0
7.35,1.227,0
7.494,1.227,0
7.576,1.228,0
7.692,1.228,0
7.82,1.228,0
7.717,1.228,0
7.752,1.228,0
7.952,1.228,0
8.197,1.227,0
8.35,1.227,0
8.357,1.227,0
8.246,1.227,0.006
8.471,1.228,28.847
8.966,1.229,97.575
9.417,1.228,148.176
9.787,1.227,174.387
10.108,1.226,190.05
10.319,1.225,176.846
10.266,1.224,97.68
10.209,1.225,81.541
9.938,1.225,34.989
9.463,1.228,0.39
9.196,1.229,0
9.316,1.23,0
9.315,1.23,0
9.203,1.231,0
9.033,1.231,0
8.809,1.232,0
8.764,1.231,0
8.829,1.23,0
8.753,1.23,0
8.565,1.229,0
8.748,1.228,0
9.058,1.228,0
9.228,1.228,0
9.371,1.228,0.001
9.497,1.227,10.999
10.056,1.227,46.472
10.418,1.227,68.446
10.663,1.227,103.089
10.787,1.226,96.193
10.97,1.224,98.503
11.176,1.223,85.037
11.344,1.221,53.134
11.418,1.218,17.266
11.614,1.216,0.137
11.934,1.215,0
12.055,1.214,0
12.219,1.213,0
12.416,1.212,0
12.732,1.211,0
13.117,1.209,0
13.386,1.207,0
13.419,1.207,0
13.192,1.209,0
12.911,1.211,0
12.541,1.213,0
12.192,1.214,0
12.055,1.215,0
12.065,1.215,0
12.1,1.216,3.877
12.236,1.216,22.081
12.492,1.215,51.611
12.775,1.214,100.498
12.901,1.214,94.201
12.915,1.213,86.741
12.832,1.213,61.262
12.705,1.213,42.91
12.59,1.213,16.438
12.525,1.213,0.138
12.563,1.213,0
12.638,1.213,0
12.68,1.213,0
12.594,1.214,0
12.397,1.215,0
12.116,1.217,0
11.866,1.218,0
11.577,1.219,0
11.253,1.221,0
11.016,1.222,0
10.896,1.223,0
10.756,1.224,0
10.648,1.225,0
10.595,1.226,0.002
10.74,1.226,38.333
11.246,1.226,130.293
11.669,1.226,209.562
12.068,1.226,309.318
12.331,1.226,379.764
12.275,1.226,375.418
12.005,1.227,308.893
11.517,1.229,182.814
10.707,1.23,54.446
9.522,1.232,0.489
9.505,1.232,0
9.637,1.233,0
9.425,1.233,0
9.136,1.233,0
9.073,1.234,0
9.203,1.235,0
9.256,1.236,0
9.055,1.237,0
8.55,1.238,0
8.073,1.24,0
7.977,1.241,0
7.998,1.242,0
8.034,1.243,0
7.995,1.243,0
8.133,1.244,21.946
8.907,1.243,88.821
9.747,1.241,173.516
10.784,1.236,220.575
11.691,1.232,260.06
12.161,1.228,205.645
12.379,1.226,159.998
12.384,1.225,125.982
11.754,1.224,34.376
11.556,1.224,0.196
11.913,1.223,0
12.271,1.221,0
12.82,1.218,0
13.303,1.214,0
13.983,1.21,0
14.574,1.207,0
14.464,1.208,0
14.243,1.208,0
14.174,1.208,0
14.155,1.208,0
14.139,1.208,0
14.039,1.207,0
13.497,1.207,0
13.765,1.208,0
14.034,1.208,13.766
14.2,1.208,46.828
14.67,1.207,173.445
15.005,1.206,252.316
15.223,1.205,295.472
15.048,1.205,158.336
14.743,1.206,72.671
14.684,1.204,29.431
14.792,1.202,7.964
14.968,1.201,0.046
15.061,1.201,0
15.08,1.201,0
15.119,1.201,0
15.119,1.201,0
15.113,1.202,0
15.071,1.202,0
15.065,1.201,0
15.106,1.201,0
15.105,1.2,0
15.144,1.2,0
15.182,1.199,0
15.217,1.199,0
15.236,1.199,0
15.251,1.199,0
15.279,1.2,8.645
15.407,1.2,39.633
15.587,1.199,82.34
15.763,1.199,112.977
15.872,1.198,164.78
15.666,1.2,152.703
15.291,1.202,142.556
14.828,1.204,79.995
14.34,1.206,32.531
13.866,1.208,0.185
13.62,1.209,0
13.384,1.21,0
13.374,1.21,0
13.308,1.212,0
13.116,1.212,0
13.116,1.213,0
13.248,1.213,0
13.221,1.213,0
13.167,1.213,0
13.122,1.214,0
13.04,1.214,0
12.939,1.214,0
12.83,1.214,0
12.644,1.214,0
12.679,1.215,27.101
13.573,1.216,118.367
14.156,1.215,215.609
14.704,1.214,286.201
15.166,1.212,344
15.465,1.211,383.006
15.403,1.21,315.804
14.993,1.211,196.175
13.939,1.212,65.34
12.607,1.213,0.348
12.168,1.214,0
12.196,1.215,0
12.538,1.216,0
12.786,1.217,0
12.84,1.217,0
12.952,1.216,0
13.14,1.215,0
13.386,1.213,0
13.63,1.211,0
13.808,1.209,0
13.9,1.208,0
13.945,1.207,0
14.03,1.207,0
14.138,1.206,0
14.279,1.206,10.511
14.503,1.205,48.658
14.765,1.205,120.569
15.034,1.203,187.204
15.093,1.202,167.501
15.011,1.202,148.464
14.997,1.202,169.913
14.848,1.202,126.469
14.459,1.203,45.695
14.021,1.204,0.327
13.936,1.205,0
13.965,1.205,0
14.059,1.204,0
14.096,1.204,0
14.116,1.203,0
14.113,1.203,0
14.032,1.203,0
13.917,1.202,0
13.784,1.203,0
13.673,1.203,0
13.592,1.203,0
13.454,1.203,0
13.134,1.204,0
12.767,1.204,0
12.91,1.205,41.189
13.626,1.205,165.536
14.092,1.204,263.686
14.449,1.203,290.447
14.462,1.203,218.176
13.994,1.204,116.883
13.57,1.206,102.704
13.232,1.207,88.103
12.642,1.209,40.681
11.762,1.211,0.203
11.618,1.212,0
11.76,1.214,0
11.728,1.215,0
11.642,1.216,0
11.472,1.217,0
11.204,1.219,0
10.927,1.22,0
10.708,1.22,0
10.493,1.22,0
10.392,1.219,0
10.448,1.218,0
10.664,1.218,0
10.702,1.218,0
10.761,1.218,0
10.98,1.218,25.797
11.636,1.219,106.287
12.133,1.22,228.302
12.82,1.218,326.686
12.933,1.216,198.577
12.59,1.217,125.864
12.396,1.216,93.167
12.332,1.215,51.495
12.25,1.214,14.979
12.145,1.214,0.054
12.145,1.213,0
12.168,1.213,0
12.254,1.212,0
12.305,1.211,0
12.384,1.209,0
12.53,1.208,0
12.653,1.206,0
12.702,1.205,0
12.772,1.203,0
12.878,1.201,0
12.973,1.199,0
13.139,1.198,0
13.121,1.199,0
12.924,1.202,0
12.631,1.206,6.286
12.378,1.21,39.746
12.349,1.212,88.546
12.587,1.213,174.686
13.105,1.213,311.036
13.506,1.213,358.428
13.524,1.213,309.559
13.157,1.215,203.667
12,1.217,67.678
10.483,1.22,0.3
10.134,1.223,0
10.139,1.225,0
10.314,1.227,0
10.456,1.228,0
10.465,1.23,0
10.23,1.231,0
9.642,1.232,0
8.795,1.234,0
8.229,1.236,0
8.161,1.237,0
8.245,1.239,0
8.492,1.241,0
8.636,1.243,0
8.627,1.245,0
8.757,1.245,28.587
9.262,1.245,115.337
10.057,1.243,234.57
11.107,1.239,320.775
12.23,1.233,335.459
12.784,1.23,287.104
12.89,1.228,210.247
12.733,1.227,120.034
12.097,1.226,44.795
11.292,1.226,0.165
11.307,1.226,0
11.378,1.227,0
11.532,1.227,0
11.661,1.228,0
11.63,1.229,0
11.543,1.23,0
11.446,1.231,0
11.355,1.231,0
11.222,1.232,0
11.091,1.232,0
10.892,1.232,0
10.791,1.232,0
10.779,1.232,0
10.738,1.232,0
10.773,1.233,13.614
11.077,1.232,61.047
11.52,1.23,125.537
12.023,1.228,180.205
12.38,1.225,162.896
12.57,1.222,118.804
12.705,1.22,87.807
12.815,1.218,67.709
12.735,1.217,12.993
12.628,1.217,0.029
12.524,1.217,0
12.418,1.217,0
12.47,1.216,0
12.629,1.215,0
12.895,1.214,0
13.196,1.212,0
13.406,1.21,0
13.457,1.21,0
13.224,1.211,0
12.843,1.212,0
12.275,1.213,0
11.976,1.214,0
11.755,1.215,0
11.66,1.215,0
11.937,1.215,25.735
13.003,1.216,115.033
13.595,1.216,167.611
13.767,1.216,186.453
14.114,1.215,248.986
14.385,1.214,306.347
14.252,1.214,238.119
13.905,1.214,152.446
13.127,1.216,48.466
12.092,1.217,0.225
11.944,1.218,0
11.933,1.219,0
12.058,1.22,0
12.024,1.22,0
11.75,1.221,0
11.452,1.222,0
11.42,1.223,0
11.481,1.224,0
11.305,1.224,0
11.347,1.225,0
11.406,1.225,0
11.236,1.225,0
11.161,1.225,0
11.174,1.226,0
11.531,1.227,31.48
12.521,1.228,143.889
13.213,1.226,263.027
14.063,1.223,346.19
14.746,1.22,377.41
15.016,1.218,331.738
14.841,1.217,206.701
14.391,1.219,103.337
13.867,1.22,28.567
13.48,1.222,0.089
13.318,1.223,0
13.243,1.224,0
13.169,1.225,0
13.114,1.226,0
13.171,1.225,0
13.015,1.226,0
12.928,1.226,0
12.884,1.226,0
13.107,1.225,0
13.364,1.224,0
13.427,1.224,0
13.407,1.224,0
13.384,1.225,0
13.364,1.225,0
13.254,1.226,10.03
13.262,1.227,40.781
13.433,1.228,81.377
13.812,1.226,117.471
14.173,1.224,114.051
14.44,1.222,90.652
14.636,1.22,67.871
14.697,1.219,41.768
14.643,1.219,14.153
14.565,1.219,0.039
14.536,1.22,0
14.498,1.221,0
14.403,1.221,0
14.25,1.222,0
14.043,1.223,0
13.791,1.224,0
13.507,1.225,0
13.23,1.226,0
12.954,1.227,0
12.727,1.228,0
12.602,1.228,0
12.293,1.23,0
12.163,1.231,0
12.016,1.232,0
11.994,1.232,17.453
12.416,1.231,72.864
13.026,1.229,152.235
13.821,1.225,241.778
14.582,1.221,311.754
15.027,1.218,310.225
15.114,1.216,254.083
14.874,1.215,154.956
14.213,1.216,47.332
13.397,1.218,0.204
13.14,1.22,0
12.993,1.222,0
12.706,1.224,0
12.356,1.225,0
12.143,1.226,0
11.789,1.228,0
11.585,1.229,0
11.465,1.229,0
11.497,1.229,0
11.498,1.23,0
11.665,1.229,0
11.764,1.228,0
11.648,1.228,0
11.581,1.229,0
11.556,1.231,18.644
12.11,1.231,87.104
12.67,1.23,195.371
13.242,1.229,309.929
13.648,1.227,363.045
13.818,1.226,359.678
13.557,1.226,251.791
12.954,1.228,147.192
12.049,1.231,50.635
10.977,1.234,0.232
10.665,1.238,0
10.236,1.24,0
9.813,1.241,0
9.448,1.242,0
9.223,1.244,0
9.003,1.245,0
8.882,1.247,0
8.596,1.248,0
8.351,1.249,0
8.027,1.25,0
7.669,1.252,0
7.168,1.255,0
6.867,1.257,0
6.666,1.259,0
6.762,1.261,42.883
7.454,1.26,172.46
8.392,1.257,281.445
9.599,1.251,355.144
10.637,1.246,377.992
11.311,1.242,360.019
11.653,1.238,292.727
11.523,1.237,191.372
10.472,1.238,63.442
9.233,1.24,0.265
8.995,1.243,0
8.625,1.246,0
8.252,1.248,0
7.875,1.251,0
7.494,1.253,0
7.213,1.255,0
7.073,1.256,0
6.836,1.257,0
6.611,1.258,0
6.59,1.258,0
6.668,1.258,0
6.62,1.259,0
6.457,1.26,0
6.346,1.262,0
6.424,1.263,51.651
7.44,1.261,198.355
8.913,1.256,329.619
10.143,1.25,417.323
10.919,1.246,450.22
11.302,1.244,425.756
11.347,1.242,346.223
11.048,1.242,220.285
9.976,1.244,73.102
8.565,1.247,0.308
7.989,1.251,0
7.181,1.255,0
6.486,1.259,0
5.804,1.263,0
5.273,1.267,0
4.828,1.27,0
4.442,1.273,0
4.086,1.275,0
3.793,1.277,0
3.569,1.278,0
3.425,1.278,0
3.315,1.278,0
3.251,1.279,0
3.204,1.279,0
3.732,1.279,50.552
5.366,1.275,196.49
7.119,1.268,326.128
8.683,1.26,412.814
9.835,1.254,446.299
10.638,1.249,422.503
11.037,1.245,344.196
10.845,1.243,219.496
9.48,1.243,73.267
8.043,1.245,0.319
7.393,1.248,0
6.764,1.252,0
5.953,1.255,0
5.428,1.258,0
4.79,1.261,0
4.445,1.262,0
4.024,1.263,0
3.915,1.264,0
3.645,1.263,0
3.492,1.262,0
3.57,1.26,0
3.485,1.259,0
3.715,1.258,0
4.216,1.255,0
5.122,1.252,30.412
7.098,1.247,94.715
8.32,1.241,81.966
9.557,1.235,133.731
10.273,1.229,126.706
10.799,1.225,108.449
11.009,1.222,53.262
11.194,1.22,34.775
11.338,1.218,8.762
11.529,1.216,0.017
11.759,1.213,0
11.973,1.211,0
12.186,1.209,0
12.41,1.206,0
12.6,1.205,0
12.548,1.205,0
12.099,1.207,0
11.357,1.211,0
10.78,1.215,0
10.374,1.217,0
9.906,1.219,0
9.488,1.221,0
9.154,1.224,0
8.868,1.225,0
8.973,1.226,38.736
9.719,1.224,131.012
10.508,1.222,228.832
10.857,1.221,262.709
10.939,1.22,296.884
10.972,1.22,329.135
10.866,1.22,278.957
10.59,1.22,174.002
10.181,1.22,55.09
9.879,1.219,0.252
9.893,1.219,0
9.977,1.219,0
10.09,1.218,0
10.156,1.218,0
10.149,1.218,0
10.144,1.219,0
10.105,1.219,0
10.052,1.219,0
10.017,1.22,0
9.984,1.22,0
9.975,1.22,0
9.894,1.221,0
9.657,1.222,0
9.399,1.224,0
9.229,1.226,28.52
9.409,1.228,138.024
9.757,1.229,240.728
9.9,1.23,282.013
9.979,1.23,326.538
10.048,1.23,337.479
9.852,1.231,263.95
9.529,1.232,158.09
9.011,1.233,51.624
8.362,1.235,0.287
7.746,1.236,0
7.481,1.237,0
7.177,1.238,0
6.966,1.239,0
6.661,1.24,0
6.41,1.241,0
6.31,1.242,0
6.369,1.242,0
6.454,1.243,0
6.579,1.244,0
6.68,1.244,0
6.779,1.245,0
6.844,1.246,0
6.873,1.247,0
7.187,1.248,33.148
8.157,1.247,115.884
9.245,1.244,191.52
10.264,1.24,247.69
10.696,1.237,247.126
10.805,1.236,229.188
10.616,1.235,150.96
10.29,1.235,83.056
9.674,1.235,29.065
9.299,1.235,0.145
9.348,1.234,0
9.413,1.234,0
9.442,1.233,0
9.445,1.233,0
9.434,1.233,0
9.484,1.232,0
9.569,1.232,0
9.755,1.232,0
9.915,1.231,0
10.16,1.23,0
10.404,1.229,0
10.611,1.227,0
10.845,1.226,0
11.047,1.225,0
11.252,1.224,13.695
11.465,1.223,58.826
11.64,1.223,82.469
11.743,1.223,125.822
11.804,1.222,213.889
11.747,1.222,233.19
11.563,1.223,220.684
11.182,1.224,150.284
10.467,1.226,51.474
9.815,1.229,0.259
9.504,1.231,0
9.348,1.232,0
9.146,1.234,0
8.699,1.237,0
8.144,1.24,0
7.716,1.242,0
